Puntos turísticos;Establecimientos y personal empleado (plazas);Periodo;Total
18134 Monachil;Grado de ocupación por plazas en fin de semana;2026M02;55,05
18134 Monachil;Grado de ocupación por plazas en fin de semana;2026M01;68,85
18134 Monachil;Grado de ocupación por plazas en fin de semana;2025M12;53,96
18134 Monachil;Grado de ocupación por plazas en fin de semana;2025M11;.
18134 Monachil;Grado de ocupación por plazas en fin de semana;2025M10;.
18134 Monachil;Grado de ocupación por plazas en fin de semana;2025M09;.
18134 Monachil;Grado de ocupación por plazas en fin de semana;2025M08;.
18134 Monachil;Grado de ocupación por plazas en fin de semana;2025M07;.
18134 Monachil;Grado de ocupación por plazas en fin de semana;2025M06;.
18134 Monachil;Grado de ocupación por plazas en fin de semana;2025M05;.
18134 Monachil;Grado de ocupación por plazas en fin de semana;2025M04;42,26
18134 Monachil;Grado de ocupación por plazas en fin de semana;2025M03;65,60
18134 Monachil;Grado de ocupación por plazas en fin de semana;2025M02;72,56
18134 Monachil;Grado de ocupación por plazas en fin de semana;2025M01;58,76
18134 Monachil;Grado de ocupación por plazas en fin de semana;2024M12;.
18134 Monachil;Grado de ocupación por plazas en fin de semana;2024M11;.
18134 Monachil;Grado de ocupación por plazas en fin de semana;2024M10;.
18134 Monachil;Grado de ocupación por plazas en fin de semana;2024M09;.
18134 Monachil;Grado de ocupación por plazas en fin de semana;2024M08;.
18134 Monachil;Grado de ocupación por plazas en fin de semana;2024M07;.
18134 Monachil;Grado de ocupación por plazas en fin de semana;2024M06;.
18134 Monachil;Grado de ocupación por plazas en fin de semana;2024M05;.
18134 Monachil;Grado de ocupación por plazas en fin de semana;2024M04;58,59
18134 Monachil;Grado de ocupación por plazas en fin de semana;2024M03;38,23
18134 Monachil;Grado de ocupación por plazas en fin de semana;2024M02;65,87
18134 Monachil;Grado de ocupación por plazas en fin de semana;2024M01;52,13
18134 Monachil;Grado de ocupación por plazas en fin de semana;2023M12;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2023M11;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2023M10;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2023M09;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2023M08;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2023M07;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2023M06;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2023M05;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2023M04;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2023M03;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2023M02;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2023M01;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2022M12;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2022M11;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2022M10;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2022M09;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2022M08;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2022M07;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2022M06;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2022M05;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2022M04;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2022M03;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2022M02;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2022M01;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2021M12;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2021M11;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2021M10;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2021M09;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2021M08;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2021M07;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2021M06;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2021M05;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2021M04;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2021M03;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2021M02;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2021M01;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2020M12;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2020M11;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2020M10;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2020M09;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2020M08;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2020M07;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2020M06;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2020M05;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2020M04;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2020M03;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2020M02;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2020M01;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2019M12;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2019M11;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2019M10;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2019M09;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2019M08;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2019M07;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2019M06;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2019M05;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2019M04;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2019M03;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2019M02;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2019M01;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2018M12;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2018M11;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2018M10;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2018M09;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2018M08;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2018M07;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2018M06;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2018M05;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2018M04;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2018M03;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2018M02;""
18134 Monachil;Grado de ocupación por plazas en fin de semana;2018M01;""
22054 Benasque;Grado de ocupación por plazas en fin de semana;2026M02;83,34
22054 Benasque;Grado de ocupación por plazas en fin de semana;2026M01;72,75
22054 Benasque;Grado de ocupación por plazas en fin de semana;2025M12;50,70
22054 Benasque;Grado de ocupación por plazas en fin de semana;2025M11;.
22054 Benasque;Grado de ocupación por plazas en fin de semana;2025M10;47,00
22054 Benasque;Grado de ocupación por plazas en fin de semana;2025M09;63,39
22054 Benasque;Grado de ocupación por plazas en fin de semana;2025M08;54,66
22054 Benasque;Grado de ocupación por plazas en fin de semana;2025M07;62,15
22054 Benasque;Grado de ocupación por plazas en fin de semana;2025M06;78,43
22054 Benasque;Grado de ocupación por plazas en fin de semana;2025M05;.
22054 Benasque;Grado de ocupación por plazas en fin de semana;2025M04;49,81
22054 Benasque;Grado de ocupación por plazas en fin de semana;2025M03;64,18
22054 Benasque;Grado de ocupación por plazas en fin de semana;2025M02;83,82
22054 Benasque;Grado de ocupación por plazas en fin de semana;2025M01;58,34
22054 Benasque;Grado de ocupación por plazas en fin de semana;2024M12;54,90
22054 Benasque;Grado de ocupación por plazas en fin de semana;2024M11;.
22054 Benasque;Grado de ocupación por plazas en fin de semana;2024M10;.
22054 Benasque;Grado de ocupación por plazas en fin de semana;2024M09;51,73
22054 Benasque;Grado de ocupación por plazas en fin de semana;2024M08;67,62
22054 Benasque;Grado de ocupación por plazas en fin de semana;2024M07;68,67
22054 Benasque;Grado de ocupación por plazas en fin de semana;2024M06;57,20
22054 Benasque;Grado de ocupación por plazas en fin de semana;2024M05;.
22054 Benasque;Grado de ocupación por plazas en fin de semana;2024M04;.
22054 Benasque;Grado de ocupación por plazas en fin de semana;2024M03;67,88
22054 Benasque;Grado de ocupación por plazas en fin de semana;2024M02;66,54
22054 Benasque;Grado de ocupación por plazas en fin de semana;2024M01;46,25
22054 Benasque;Grado de ocupación por plazas en fin de semana;2023M12;54,73
22054 Benasque;Grado de ocupación por plazas en fin de semana;2023M11;.
22054 Benasque;Grado de ocupación por plazas en fin de semana;2023M10;67,58
22054 Benasque;Grado de ocupación por plazas en fin de semana;2023M09;52,65
22054 Benasque;Grado de ocupación por plazas en fin de semana;2023M08;70,75
22054 Benasque;Grado de ocupación por plazas en fin de semana;2023M07;52,91
22054 Benasque;Grado de ocupación por plazas en fin de semana;2023M06;69,03
22054 Benasque;Grado de ocupación por plazas en fin de semana;2023M05;.
22054 Benasque;Grado de ocupación por plazas en fin de semana;2023M04;21,18
22054 Benasque;Grado de ocupación por plazas en fin de semana;2023M03;67,83
22054 Benasque;Grado de ocupación por plazas en fin de semana;2023M02;81,62
22054 Benasque;Grado de ocupación por plazas en fin de semana;2023M01;54,95
22054 Benasque;Grado de ocupación por plazas en fin de semana;2022M12;30,41
22054 Benasque;Grado de ocupación por plazas en fin de semana;2022M11;.
22054 Benasque;Grado de ocupación por plazas en fin de semana;2022M10;37,72
22054 Benasque;Grado de ocupación por plazas en fin de semana;2022M09;64,21
22054 Benasque;Grado de ocupación por plazas en fin de semana;2022M08;72,71
22054 Benasque;Grado de ocupación por plazas en fin de semana;2022M07;55,96
22054 Benasque;Grado de ocupación por plazas en fin de semana;2022M06;61,40
22054 Benasque;Grado de ocupación por plazas en fin de semana;2022M05;.
22054 Benasque;Grado de ocupación por plazas en fin de semana;2022M04;38,00
22054 Benasque;Grado de ocupación por plazas en fin de semana;2022M03;64,94
22054 Benasque;Grado de ocupación por plazas en fin de semana;2022M02;79,79
22054 Benasque;Grado de ocupación por plazas en fin de semana;2022M01;66,62
22054 Benasque;Grado de ocupación por plazas en fin de semana;2021M12;47,78
22054 Benasque;Grado de ocupación por plazas en fin de semana;2021M11;.
22054 Benasque;Grado de ocupación por plazas en fin de semana;2021M10;38,38
22054 Benasque;Grado de ocupación por plazas en fin de semana;2021M09;59,84
22054 Benasque;Grado de ocupación por plazas en fin de semana;2021M08;80,51
22054 Benasque;Grado de ocupación por plazas en fin de semana;2021M07;50,07
22054 Benasque;Grado de ocupación por plazas en fin de semana;2021M06;65,32
22054 Benasque;Grado de ocupación por plazas en fin de semana;2021M05;.
22054 Benasque;Grado de ocupación por plazas en fin de semana;2021M04;8,56
22054 Benasque;Grado de ocupación por plazas en fin de semana;2021M03;12,86
22054 Benasque;Grado de ocupación por plazas en fin de semana;2021M02;15,55
22054 Benasque;Grado de ocupación por plazas en fin de semana;2021M01;17,67
22054 Benasque;Grado de ocupación por plazas en fin de semana;2020M12;4,21
22054 Benasque;Grado de ocupación por plazas en fin de semana;2020M11;.
22054 Benasque;Grado de ocupación por plazas en fin de semana;2020M10;32,57
22054 Benasque;Grado de ocupación por plazas en fin de semana;2020M09;58,76
22054 Benasque;Grado de ocupación por plazas en fin de semana;2020M08;70,32
22054 Benasque;Grado de ocupación por plazas en fin de semana;2020M07;46,02
22054 Benasque;Grado de ocupación por plazas en fin de semana;2020M06;.
22054 Benasque;Grado de ocupación por plazas en fin de semana;2020M05;.
22054 Benasque;Grado de ocupación por plazas en fin de semana;2020M04;0,00
22054 Benasque;Grado de ocupación por plazas en fin de semana;2020M03;45,85
22054 Benasque;Grado de ocupación por plazas en fin de semana;2020M02;85,79
22054 Benasque;Grado de ocupación por plazas en fin de semana;2020M01;78,09
22054 Benasque;Grado de ocupación por plazas en fin de semana;2019M12;64,35
22054 Benasque;Grado de ocupación por plazas en fin de semana;2019M11;.
22054 Benasque;Grado de ocupación por plazas en fin de semana;2019M10;45,17
22054 Benasque;Grado de ocupación por plazas en fin de semana;2019M09;49,57
22054 Benasque;Grado de ocupación por plazas en fin de semana;2019M08;66,86
22054 Benasque;Grado de ocupación por plazas en fin de semana;2019M07;67,08
22054 Benasque;Grado de ocupación por plazas en fin de semana;2019M06;64,03
22054 Benasque;Grado de ocupación por plazas en fin de semana;2019M05;.
22054 Benasque;Grado de ocupación por plazas en fin de semana;2019M04;38,51
22054 Benasque;Grado de ocupación por plazas en fin de semana;2019M03;78,05
22054 Benasque;Grado de ocupación por plazas en fin de semana;2019M02;81,40
22054 Benasque;Grado de ocupación por plazas en fin de semana;2019M01;70,09
22054 Benasque;Grado de ocupación por plazas en fin de semana;2018M12;58,30
22054 Benasque;Grado de ocupación por plazas en fin de semana;2018M11;.
22054 Benasque;Grado de ocupación por plazas en fin de semana;2018M10;55,90
22054 Benasque;Grado de ocupación por plazas en fin de semana;2018M09;49,63
22054 Benasque;Grado de ocupación por plazas en fin de semana;2018M08;68,58
22054 Benasque;Grado de ocupación por plazas en fin de semana;2018M07;64,68
22054 Benasque;Grado de ocupación por plazas en fin de semana;2018M06;54,50
22054 Benasque;Grado de ocupación por plazas en fin de semana;2018M05;.
22054 Benasque;Grado de ocupación por plazas en fin de semana;2018M04;35,93
22054 Benasque;Grado de ocupación por plazas en fin de semana;2018M03;71,29
22054 Benasque;Grado de ocupación por plazas en fin de semana;2018M02;88,49
22054 Benasque;Grado de ocupación por plazas en fin de semana;2018M01;60,14
22125 Huesca;Grado de ocupación por plazas en fin de semana;2026M02;43,57
22125 Huesca;Grado de ocupación por plazas en fin de semana;2026M01;.
22125 Huesca;Grado de ocupación por plazas en fin de semana;2025M12;.
22125 Huesca;Grado de ocupación por plazas en fin de semana;2025M11;48,84
22125 Huesca;Grado de ocupación por plazas en fin de semana;2025M10;.
22125 Huesca;Grado de ocupación por plazas en fin de semana;2025M09;65,80
22125 Huesca;Grado de ocupación por plazas en fin de semana;2025M08;70,85
22125 Huesca;Grado de ocupación por plazas en fin de semana;2025M07;.
22125 Huesca;Grado de ocupación por plazas en fin de semana;2025M06;52,29
22125 Huesca;Grado de ocupación por plazas en fin de semana;2025M05;65,13
22125 Huesca;Grado de ocupación por plazas en fin de semana;2025M04;.
22125 Huesca;Grado de ocupación por plazas en fin de semana;2025M03;.
22125 Huesca;Grado de ocupación por plazas en fin de semana;2025M02;.
22125 Huesca;Grado de ocupación por plazas en fin de semana;2025M01;.
22125 Huesca;Grado de ocupación por plazas en fin de semana;2024M12;49,36
22125 Huesca;Grado de ocupación por plazas en fin de semana;2024M11;51,89
22125 Huesca;Grado de ocupación por plazas en fin de semana;2024M10;62,75
22125 Huesca;Grado de ocupación por plazas en fin de semana;2024M09;59,68
22125 Huesca;Grado de ocupación por plazas en fin de semana;2024M08;68,15
22125 Huesca;Grado de ocupación por plazas en fin de semana;2024M07;59,37
22125 Huesca;Grado de ocupación por plazas en fin de semana;2024M06;54,50
22125 Huesca;Grado de ocupación por plazas en fin de semana;2024M05;64,60
22125 Huesca;Grado de ocupación por plazas en fin de semana;2024M04;63,21
22125 Huesca;Grado de ocupación por plazas en fin de semana;2024M03;54,13
22125 Huesca;Grado de ocupación por plazas en fin de semana;2024M02;44,51
22125 Huesca;Grado de ocupación por plazas en fin de semana;2024M01;34,58
22125 Huesca;Grado de ocupación por plazas en fin de semana;2023M12;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2023M11;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2023M10;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2023M09;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2023M08;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2023M07;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2023M06;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2023M05;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2023M04;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2023M03;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2023M02;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2023M01;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2022M12;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2022M11;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2022M10;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2022M09;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2022M08;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2022M07;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2022M06;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2022M05;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2022M04;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2022M03;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2022M02;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2022M01;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2021M12;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2021M11;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2021M10;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2021M09;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2021M08;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2021M07;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2021M06;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2021M05;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2021M04;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2021M03;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2021M02;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2021M01;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2020M12;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2020M11;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2020M10;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2020M09;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2020M08;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2020M07;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2020M06;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2020M05;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2020M04;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2020M03;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2020M02;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2020M01;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2019M12;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2019M11;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2019M10;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2019M09;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2019M08;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2019M07;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2019M06;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2019M05;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2019M04;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2019M03;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2019M02;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2019M01;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2018M12;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2018M11;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2018M10;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2018M09;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2018M08;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2018M07;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2018M06;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2018M05;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2018M04;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2018M03;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2018M02;""
22125 Huesca;Grado de ocupación por plazas en fin de semana;2018M01;""
22130 Jaca;Grado de ocupación por plazas en fin de semana;2026M02;69,02
22130 Jaca;Grado de ocupación por plazas en fin de semana;2026M01;54,78
22130 Jaca;Grado de ocupación por plazas en fin de semana;2025M12;50,81
22130 Jaca;Grado de ocupación por plazas en fin de semana;2025M11;48,93
22130 Jaca;Grado de ocupación por plazas en fin de semana;2025M10;61,78
22130 Jaca;Grado de ocupación por plazas en fin de semana;2025M09;67,88
22130 Jaca;Grado de ocupación por plazas en fin de semana;2025M08;71,07
22130 Jaca;Grado de ocupación por plazas en fin de semana;2025M07;73,49
22130 Jaca;Grado de ocupación por plazas en fin de semana;2025M06;64,96
22130 Jaca;Grado de ocupación por plazas en fin de semana;2025M05;64,96
22130 Jaca;Grado de ocupación por plazas en fin de semana;2025M04;50,20
22130 Jaca;Grado de ocupación por plazas en fin de semana;2025M03;44,10
22130 Jaca;Grado de ocupación por plazas en fin de semana;2025M02;75,39
22130 Jaca;Grado de ocupación por plazas en fin de semana;2025M01;55,05
22130 Jaca;Grado de ocupación por plazas en fin de semana;2024M12;47,12
22130 Jaca;Grado de ocupación por plazas en fin de semana;2024M11;55,20
22130 Jaca;Grado de ocupación por plazas en fin de semana;2024M10;55,19
22130 Jaca;Grado de ocupación por plazas en fin de semana;2024M09;64,58
22130 Jaca;Grado de ocupación por plazas en fin de semana;2024M08;74,90
22130 Jaca;Grado de ocupación por plazas en fin de semana;2024M07;70,67
22130 Jaca;Grado de ocupación por plazas en fin de semana;2024M06;61,17
22130 Jaca;Grado de ocupación por plazas en fin de semana;2024M05;53,12
22130 Jaca;Grado de ocupación por plazas en fin de semana;2024M04;41,05
22130 Jaca;Grado de ocupación por plazas en fin de semana;2024M03;57,15
22130 Jaca;Grado de ocupación por plazas en fin de semana;2024M02;59,45
22130 Jaca;Grado de ocupación por plazas en fin de semana;2024M01;44,06
22130 Jaca;Grado de ocupación por plazas en fin de semana;2023M12;34,16
22130 Jaca;Grado de ocupación por plazas en fin de semana;2023M11;.
22130 Jaca;Grado de ocupación por plazas en fin de semana;2023M10;62,59
22130 Jaca;Grado de ocupación por plazas en fin de semana;2023M09;57,74
22130 Jaca;Grado de ocupación por plazas en fin de semana;2023M08;74,49
22130 Jaca;Grado de ocupación por plazas en fin de semana;2023M07;58,48
22130 Jaca;Grado de ocupación por plazas en fin de semana;2023M06;53,89
22130 Jaca;Grado de ocupación por plazas en fin de semana;2023M05;47,26
22130 Jaca;Grado de ocupación por plazas en fin de semana;2023M04;58,86
22130 Jaca;Grado de ocupación por plazas en fin de semana;2023M03;60,25
22130 Jaca;Grado de ocupación por plazas en fin de semana;2023M02;81,46
22130 Jaca;Grado de ocupación por plazas en fin de semana;2023M01;54,33
22130 Jaca;Grado de ocupación por plazas en fin de semana;2022M12;34,12
22130 Jaca;Grado de ocupación por plazas en fin de semana;2022M11;.
22130 Jaca;Grado de ocupación por plazas en fin de semana;2022M10;.
22130 Jaca;Grado de ocupación por plazas en fin de semana;2022M09;69,38
22130 Jaca;Grado de ocupación por plazas en fin de semana;2022M08;78,12
22130 Jaca;Grado de ocupación por plazas en fin de semana;2022M07;65,28
22130 Jaca;Grado de ocupación por plazas en fin de semana;2022M06;60,58
22130 Jaca;Grado de ocupación por plazas en fin de semana;2022M05;47,10
22130 Jaca;Grado de ocupación por plazas en fin de semana;2022M04;46,72
22130 Jaca;Grado de ocupación por plazas en fin de semana;2022M03;54,38
22130 Jaca;Grado de ocupación por plazas en fin de semana;2022M02;77,99
22130 Jaca;Grado de ocupación por plazas en fin de semana;2022M01;71,33
22130 Jaca;Grado de ocupación por plazas en fin de semana;2021M12;38,61
22130 Jaca;Grado de ocupación por plazas en fin de semana;2021M11;.
22130 Jaca;Grado de ocupación por plazas en fin de semana;2021M10;59,07
22130 Jaca;Grado de ocupación por plazas en fin de semana;2021M09;66,84
22130 Jaca;Grado de ocupación por plazas en fin de semana;2021M08;80,39
22130 Jaca;Grado de ocupación por plazas en fin de semana;2021M07;70,78
22130 Jaca;Grado de ocupación por plazas en fin de semana;2021M06;60,54
22130 Jaca;Grado de ocupación por plazas en fin de semana;2021M05;.
22130 Jaca;Grado de ocupación por plazas en fin de semana;2021M04;36,92
22130 Jaca;Grado de ocupación por plazas en fin de semana;2021M03;.
22130 Jaca;Grado de ocupación por plazas en fin de semana;2021M02;.
22130 Jaca;Grado de ocupación por plazas en fin de semana;2021M01;.
22130 Jaca;Grado de ocupación por plazas en fin de semana;2020M12;.
22130 Jaca;Grado de ocupación por plazas en fin de semana;2020M11;.
22130 Jaca;Grado de ocupación por plazas en fin de semana;2020M10;26,07
22130 Jaca;Grado de ocupación por plazas en fin de semana;2020M09;33,82
22130 Jaca;Grado de ocupación por plazas en fin de semana;2020M08;59,02
22130 Jaca;Grado de ocupación por plazas en fin de semana;2020M07;48,75
22130 Jaca;Grado de ocupación por plazas en fin de semana;2020M06;.
22130 Jaca;Grado de ocupación por plazas en fin de semana;2020M05;.
22130 Jaca;Grado de ocupación por plazas en fin de semana;2020M04;0,00
22130 Jaca;Grado de ocupación por plazas en fin de semana;2020M03;46,36
22130 Jaca;Grado de ocupación por plazas en fin de semana;2020M02;76,08
22130 Jaca;Grado de ocupación por plazas en fin de semana;2020M01;67,53
22130 Jaca;Grado de ocupación por plazas en fin de semana;2019M12;77,36
22130 Jaca;Grado de ocupación por plazas en fin de semana;2019M11;61,56
22130 Jaca;Grado de ocupación por plazas en fin de semana;2019M10;68,23
22130 Jaca;Grado de ocupación por plazas en fin de semana;2019M09;64,32
22130 Jaca;Grado de ocupación por plazas en fin de semana;2019M08;68,18
22130 Jaca;Grado de ocupación por plazas en fin de semana;2019M07;72,17
22130 Jaca;Grado de ocupación por plazas en fin de semana;2019M06;73,60
22130 Jaca;Grado de ocupación por plazas en fin de semana;2019M05;66,13
22130 Jaca;Grado de ocupación por plazas en fin de semana;2019M04;51,69
22130 Jaca;Grado de ocupación por plazas en fin de semana;2019M03;76,92
22130 Jaca;Grado de ocupación por plazas en fin de semana;2019M02;80,04
22130 Jaca;Grado de ocupación por plazas en fin de semana;2019M01;58,21
22130 Jaca;Grado de ocupación por plazas en fin de semana;2018M12;45,76
22130 Jaca;Grado de ocupación por plazas en fin de semana;2018M11;.
22130 Jaca;Grado de ocupación por plazas en fin de semana;2018M10;.
22130 Jaca;Grado de ocupación por plazas en fin de semana;2018M09;76,89
22130 Jaca;Grado de ocupación por plazas en fin de semana;2018M08;76,17
22130 Jaca;Grado de ocupación por plazas en fin de semana;2018M07;72,31
22130 Jaca;Grado de ocupación por plazas en fin de semana;2018M06;60,92
22130 Jaca;Grado de ocupación por plazas en fin de semana;2018M05;54,46
22130 Jaca;Grado de ocupación por plazas en fin de semana;2018M04;62,44
22130 Jaca;Grado de ocupación por plazas en fin de semana;2018M03;68,01
22130 Jaca;Grado de ocupación por plazas en fin de semana;2018M02;79,99
22130 Jaca;Grado de ocupación por plazas en fin de semana;2018M01;66,00
22204 Sallent de Gállego;Grado de ocupación por plazas en fin de semana;2026M02;91,43
22204 Sallent de Gállego;Grado de ocupación por plazas en fin de semana;2026M01;80,03
22204 Sallent de Gállego;Grado de ocupación por plazas en fin de semana;2025M12;59,58
22204 Sallent de Gállego;Grado de ocupación por plazas en fin de semana;2025M11;.
22204 Sallent de Gállego;Grado de ocupación por plazas en fin de semana;2025M10;.
22204 Sallent de Gállego;Grado de ocupación por plazas en fin de semana;2025M09;32,34
